server_time,stimulus,user_id,test_id,stimulus_end,server_time_end,diff_seconds
2016-02-10 09:12:07.037,baseline_d6df6bc4aa,1216,2579,baseline_d6df6bc4aa_end,2016-02-10 09:12:10.003,2.966
2016-02-10 09:12:10.103,ee8cb05186,1216,2579,ee8cb05186_end,2016-02-10 09:12:13.063,2.96
2016-02-10 09:12:13.163,0a34a34776,1216,2579,0a34a34776_end,2016-02-10 09:12:16.178,3.015
2016-02-10 09:12:16.278,e88c5a0c57,1216,2579,e88c5a0c57_end,2016-02-10 09:12:19.242,2.964
2016-02-10 09:12:19.342,41d985a6c2,1216,2579,41d985a6c2_end,2016-02-10 09:12:22.302,2.96
2016-02-10 09:12:22.402,f35568779a,1216,2579,f35568779a_end,2016-02-10 09:12:25.393,2.991
2016-02-10 09:12:25.493,f290e80bed,1216,2579,f290e80bed_end,2016-02-10 09:12:28.460,2.967
2016-02-10 09:12:28.560,450cc2a15f,1216,2579,450cc2a15f_end,2016-02-10 09:12:31.519,2.959
2016-02-10 09:12:31.619,912ebc6535,1216,2579,912ebc6535_end,2016-02-10 09:12:34.581,2.962
2016-02-10 09:12:34.681,1ba26f5cc1,1216,2579,1ba26f5cc1_end,2016-02-10 09:12:37.641,2.96
2016-02-10 09:12:37.741,7d1fa0b609,1216,2579,7d1fa0b609_end,2016-02-10 09:12:40.705,2.964
2016-02-10 09:12:40.805,ae43b07857,1216,2579,ae43b07857_end,2016-02-10 09:13:16.732,35.927
2016-02-10 09:13:16.832,fe0ef71976,1216,2579,fe0ef71976_end,2016-02-10 09:13:34.136,17.304
2016-02-10 09:13:34.236,f7b44043a5,1216,2579,f7b44043a5_end,2016-02-10 09:16:00.724,146.488
2016-02-10 09:16:00.824,baseline_80e23cfaf6,1216,2579,baseline_80e23cfaf6_end,2016-02-10 09:16:03.837,3.013
2016-02-10 09:16:03.937,80e23cfaf6,1216,2579,80e23cfaf6_end,2016-02-10 09:16:24.433,20.496
2016-02-10 09:16:24.533,2cce389771,1216,2579,2cce389771_end,2016-02-10 09:17:31.655,67.122
2016-02-10 09:17:31.755,baseline_f494529fd8,1216,2579,baseline_f494529fd8_end,2016-02-10 09:17:34.720,2.965
2016-02-10 09:17:34.820,f494529fd8,1216,2579,f494529fd8_end,2016-02-10 09:18:05.365,30.545
2016-02-10 09:18:05.465,ea731be1f6,1216,2579,ea731be1f6_end,2016-02-10 09:18:52.403,46.938
2016-02-10 09:18:52.503,baseline_b60bf46da7,1216,2579,baseline_b60bf46da7_end,2016-02-10 09:18:55.544,3.041
2016-02-10 09:18:55.644,b60bf46da7,1216,2579,b60bf46da7_end,2016-02-10 09:19:21.128,25.484
2016-02-10 09:19:21.228,a36f581eeb,1216,2579,a36f581eeb_end,2016-02-10 09:19:57.821,36.593
2016-02-10 09:19:57.921,baseline_337420936c,1216,2579,baseline_337420936c_end,2016-02-10 09:20:00.887,2.966
2016-02-10 09:20:00.987,337420936c,1216,2579,337420936c_end,2016-02-10 09:20:31.507,30.52
2016-02-10 09:20:31.607,0ef3d4b2de,1216,2579,0ef3d4b2de_end,2016-02-10 09:21:02.203,30.596
2016-02-10 09:21:02.303,baseline_488dab2982,1216,2579,baseline_488dab2982_end,2016-02-10 09:21:05.277,2.974
2016-02-10 09:21:05.377,488dab2982,1216,2579,488dab2982_end,2016-02-10 09:21:20.905,15.528
2016-02-10 09:21:21.005,c6fab2666b,1216,2579,c6fab2666b_end,2016-02-10 09:21:55.271,34.266
2016-02-10 09:21:55.371,baseline_594f5b2622,1216,2579,baseline_594f5b2622_end,2016-02-10 09:21:58.397,3.026
2016-02-10 09:21:58.497,594f5b2622,1216,2579,594f5b2622_end,2016-02-10 09:22:29.185,30.688
2016-02-10 09:22:29.285,bc859a3dc6,1216,2579,bc859a3dc6_end,2016-02-10 09:23:22.399,53.114
2016-02-10 09:23:22.499,baseline_6c9a64d0b5,1216,2579,baseline_6c9a64d0b5_end,2016-02-10 09:23:25.558,3.059
2016-02-10 09:23:25.658,6c9a64d0b5,1216,2579,6c9a64d0b5_end,2016-02-10 09:23:56.127,30.469
2016-02-10 09:23:56.227,7e53e83dac,1216,2579,7e53e83dac_end,2016-02-10 09:24:23.788,27.561
2016-02-10 09:24:23.888,baseline_5d0cdb8e6a,1216,2579,baseline_5d0cdb8e6a_end,2016-02-10 09:24:26.911,3.023
2016-02-10 09:24:27.011,5d0cdb8e6a,1216,2579,5d0cdb8e6a_end,2016-02-10 09:24:47.460,20.449
2016-02-10 09:24:47.560,1e40b494ef,1216,2579,1e40b494ef_end,2016-02-10 09:25:13.300,25.74
2016-02-10 09:25:13.400,baseline_929cbd012c,1216,2579,baseline_929cbd012c_end,2016-02-10 09:25:16.376,2.976
2016-02-10 09:25:16.476,929cbd012c,1216,2579,929cbd012c_end,2016-02-10 09:25:36.995,20.519
2016-02-10 09:25:37.095,e57fcb1d9c,1216,2579,e57fcb1d9c_end,2016-02-10 09:26:09.850,32.755
2016-02-10 09:26:09.950,baseline_cf0bae566e,1216,2579,baseline_cf0bae566e_end,2016-02-10 09:26:12.969,3.019
2016-02-10 09:26:13.069,cf0bae566e,1216,2579,cf0bae566e_end,2016-02-10 09:26:33.514,20.445
2016-02-10 09:26:33.614,38bb31ac7e,1216,2579,38bb31ac7e_end,2016-02-10 09:27:05.073,31.459
2016-02-10 09:27:05.173,baseline_0cef4f52d5,1216,2579,baseline_0cef4f52d5_end,2016-02-10 09:27:08.196,3.023
2016-02-10 09:27:08.296,0cef4f52d5,1216,2579,0cef4f52d5_end,2016-02-10 09:27:28.754,20.458
2016-02-10 09:27:28.854,5e09950752,1216,2579,5e09950752_end,2016-02-10 09:27:54.975,26.121
2016-02-10 09:27:55.075,baseline_94337a6ed3,1216,2579,baseline_94337a6ed3_end,2016-02-10 09:27:58.047,2.972
2016-02-10 09:27:58.147,94337a6ed3,1216,2579,94337a6ed3_end,2016-02-10 09:28:28.631,30.484
2016-02-10 09:28:28.731,7833f8b688,1216,2579,7833f8b688_end,2016-02-10 09:28:55.182,26.451
2016-02-10 09:28:55.282,baseline_1178c0a95b,1216,2579,baseline_1178c0a95b_end,2016-02-10 09:28:58.250,2.968
2016-02-10 09:28:58.350,1178c0a95b,1216,2579,1178c0a95b_end,2016-02-10 09:29:58.884,60.534
2016-02-10 09:29:58.984,40c97e52dc,1216,2579,40c97e52dc_end,2016-02-10 09:30:36.359,37.375
2016-02-10 09:30:36.459,baseline_81491afa75,1216,2579,baseline_81491afa75_end,2016-02-10 09:30:39.439,2.98
2016-02-10 09:30:39.539,81491afa75,1216,2579,81491afa75_end,2016-02-10 09:31:19.998,40.459
2016-02-10 09:31:20.098,f6c1e28d7e,1216,2579,f6c1e28d7e_end,2016-02-10 09:31:44.843,24.745
2016-02-10 09:31:44.943,baseline_dd3727d59c,1216,2579,baseline_dd3727d59c_end,2016-02-10 09:31:47.964,3.021
2016-02-10 09:31:48.064,dd3727d59c,1216,2579,dd3727d59c_end,2016-02-10 09:32:18.553,30.489
2016-02-10 09:32:18.653,3c6098b4a1,1216,2579,3c6098b4a1_end,2016-02-10 09:32:49.402,30.749
2016-02-10 09:32:49.502,baseline_32d56c49ee,1216,2579,baseline_32d56c49ee_end,2016-02-10 09:32:52.529,3.027
2016-02-10 09:32:52.629,32d56c49ee,1216,2579,32d56c49ee_end,2016-02-10 09:33:23.124,30.495
2016-02-10 09:33:23.224,370e494d8b,1216,2579,370e494d8b_end,2016-02-10 09:33:46.131,22.907
2016-02-10 09:33:46.231,baseline_7e8145276b,1216,2579,baseline_7e8145276b_end,2016-02-10 09:33:49.303,3.072
2016-02-10 09:33:49.403,7e8145276b,1216,2579,7e8145276b_end,2016-02-10 09:34:34.929,45.526
2016-02-10 09:34:35.029,86fbc23203,1216,2579,86fbc23203_end,2016-02-10 09:35:02.276,27.247
2016-02-10 09:35:02.376,baseline_4c26379220,1216,2579,baseline_4c26379220_end,2016-02-10 09:35:05.349,2.973
2016-02-10 09:35:05.449,4c26379220,1216,2579,4c26379220_end,2016-02-10 09:35:25.926,20.477
2016-02-10 09:35:26.026,77f3c0b5bf,1216,2579,77f3c0b5bf_end,2016-02-10 09:36:03.569,37.543
2016-02-10 09:36:03.669,baseline_b3d0524467,1216,2579,baseline_b3d0524467_end,2016-02-10 09:36:06.640,2.971
2016-02-10 09:36:06.740,b3d0524467,1216,2579,b3d0524467_end,2016-02-10 09:36:37.299,30.559
2016-02-10 09:36:37.399,68bb2a9acf,1216,2579,68bb2a9acf_end,2016-02-10 09:37:02.335,24.936
2016-02-10 09:37:02.435,baseline_e4c8ba9819,1216,2579,baseline_e4c8ba9819_end,2016-02-10 09:37:05.407,2.972
2016-02-10 09:37:05.507,e4c8ba9819,1216,2579,e4c8ba9819_end,2016-02-10 09:37:26.066,20.559
2016-02-10 09:37:26.166,d4f7d2e773,1216,2579,d4f7d2e773_end,2016-02-10 09:37:49.316,23.15
2016-02-10 09:37:49.416,6a9521be99,1216,2579,6a9521be99_end,2016-02-10 09:38:09.010,19.594
2016-02-10 09:38:09.110,82a5db5efc,1216,2579,82a5db5efc_end,2016-02-10 09:38:15.505,6.395
2016-02-10 09:38:15.605,15a7f625d6,1216,2579,15a7f625d6_end,2016-02-10 09:38:23.625,8.02
2016-02-10 09:38:23.725,5f55739172,1216,2579,5f55739172_end,2016-02-10 09:38:29.911,6.186
2016-02-10 09:38:30.011,baseline_323b579004,1216,2579,baseline_323b579004_end,2016-02-10 09:38:32.976,2.965
2016-02-10 09:38:33.076,323b579004,1216,2579,323b579004_end,2016-02-10 09:38:53.569,20.493
2016-02-10 09:38:53.669,4d4c537e8c,1216,2579,4d4c537e8c_end,2016-02-10 09:39:21.586,27.917
2016-02-10 09:39:21.686,baseline_761f297252,1216,2579,baseline_761f297252_end,2016-02-10 09:39:24.702,3.016
2016-02-10 09:39:24.802,761f297252,1216,2579,761f297252_end,2016-02-10 09:39:45.256,20.454
2016-02-10 09:39:45.356,eb1984dc92,1216,2579,eb1984dc92_end,2016-02-10 09:40:15.266,29.91
2016-02-10 09:40:15.366,baseline_c945cf5a10,1216,2579,baseline_c945cf5a10_end,2016-02-10 09:40:18.344,2.978
2016-02-10 09:40:18.444,c945cf5a10,1216,2579,c945cf5a10_end,2016-02-10 09:40:44.022,25.578
2016-02-10 09:40:44.122,288fa83cd7,1216,2579,288fa83cd7_end,2016-02-10 09:41:11.804,27.682
2016-02-10 09:41:11.904,baseline_a2bad7df09,1216,2579,baseline_a2bad7df09_end,2016-02-10 09:41:14.882,2.978
2016-02-10 09:41:14.982,a2bad7df09,1216,2579,a2bad7df09_end,2016-02-10 09:41:45.535,30.553
2016-02-10 09:41:45.635,614b26c387,1216,2579,614b26c387_end,2016-02-10 09:42:08.920,23.285
2016-02-10 09:42:09.020,baseline_80060c7893,1216,2579,baseline_80060c7893_end,2016-02-10 09:42:11.992,2.972
2016-02-10 09:42:12.092,80060c7893,1216,2579,80060c7893_end,2016-02-10 09:42:32.724,20.632
2016-02-10 09:42:32.824,30ea149df9,1216,2579,30ea149df9_end,2016-02-10 09:43:02.252,29.428
2016-02-10 09:43:02.352,baseline_6a4cb0b729,1216,2579,baseline_6a4cb0b729_end,2016-02-10 09:43:05.328,2.976
2016-02-10 09:43:05.428,6a4cb0b729,1216,2579,6a4cb0b729_end,2016-02-10 09:43:36.024,30.596
2016-02-10 09:43:36.124,a0d187e000,1216,2579,a0d187e000_end,2016-02-10 09:44:05.471,29.347
2016-02-10 09:44:05.571,baseline_2648b1ae09,1216,2579,baseline_2648b1ae09_end,2016-02-10 09:44:08.587,3.016
2016-02-10 09:44:08.687,2648b1ae09,1216,2579,2648b1ae09_end,2016-02-10 09:44:49.211,40.524
2016-02-10 09:44:49.311,287df895d5,1216,2579,287df895d5_end,2016-02-10 09:45:19.531,30.22
2016-02-10 09:45:19.631,baseline_b2403b4e95,1216,2579,baseline_b2403b4e95_end,2016-02-10 09:45:22.603,2.972
2016-02-10 09:45:22.703,b2403b4e95,1216,2579,b2403b4e95_end,2016-02-10 09:45:53.188,30.485
2016-02-10 09:45:53.288,0b6be048a1,1216,2579,0b6be048a1_end,2016-02-10 09:46:15.484,22.196
2016-02-10 09:46:15.584,baseline_6e1346d59d,1216,2579,baseline_6e1346d59d_end,2016-02-10 09:46:18.557,2.973
2016-02-10 09:46:18.657,6e1346d59d,1216,2579,6e1346d59d_end,2016-02-10 09:46:39.196,20.539
2016-02-10 09:46:39.296,ba5d65df7e,1216,2579,ba5d65df7e_end,2016-02-10 09:47:01.551,22.255
2016-02-10 09:47:01.651,baseline_bbc072ae52,1216,2579,baseline_bbc072ae52_end,2016-02-10 09:47:04.625,2.974
2016-02-10 09:47:04.725,bbc072ae52,1216,2579,bbc072ae52_end,2016-02-10 09:47:35.214,30.489
2016-02-10 09:47:35.314,a85529978a,1216,2579,a85529978a_end,2016-02-10 09:48:09.126,33.812
2016-02-10 09:48:09.226,baseline_971e2d2b17,1216,2579,baseline_971e2d2b17_end,2016-02-10 09:48:12.266,3.04
2016-02-10 09:48:12.366,971e2d2b17,1216,2579,971e2d2b17_end,2016-02-10 09:48:42.804,30.438
2016-02-10 09:48:42.904,6f0839a53d,1216,2579,6f0839a53d_end,2016-02-10 09:49:02.564,19.66
2016-02-10 09:49:02.664,baseline_1dd84937da,1216,2579,baseline_1dd84937da_end,2016-02-10 09:49:05.642,2.978
2016-02-10 09:49:05.742,1dd84937da,1216,2579,1dd84937da_end,2016-02-10 09:49:46.265,40.523
2016-02-10 09:49:46.365,ee0a8eae9e,1216,2579,ee0a8eae9e_end,2016-02-10 09:50:18.929,32.564
2016-02-10 09:50:19.029,baseline_bf6b4e013d,1216,2579,baseline_bf6b4e013d_end,2016-02-10 09:50:22.010,2.981
2016-02-10 09:50:22.110,bf6b4e013d,1216,2579,bf6b4e013d_end,2016-02-10 09:50:57.692,35.582
2016-02-10 09:50:57.792,92d7338a9f,1216,2579,92d7338a9f_end,2016-02-10 09:51:23.876,26.084
2016-02-10 09:51:23.976,baseline_e683a40ca2,1216,2579,baseline_e683a40ca2_end,2016-02-10 09:51:26.953,2.977
2016-02-10 09:51:27.053,e683a40ca2,1216,2579,e683a40ca2_end,2016-02-10 09:52:02.588,35.535
2016-02-10 09:52:02.688,ae7c54ea84,1216,2579,ae7c54ea84_end,2016-02-10 09:52:22.185,19.497
2016-02-10 09:52:22.285,baseline_0b1cd75c8b,1216,2579,baseline_0b1cd75c8b_end,2016-02-10 09:52:25.328,3.043
2016-02-10 09:52:25.428,0b1cd75c8b,1216,2579,0b1cd75c8b_end,2016-02-10 09:52:55.987,30.559
2016-02-10 09:52:56.087,7902febdab,1216,2579,7902febdab_end,2016-02-10 09:53:19.418,23.331
2016-02-10 09:53:19.518,baseline_0fe38daafe,1216,2579,baseline_0fe38daafe_end,2016-02-10 09:53:22.538,3.02
2016-02-10 09:53:22.638,0fe38daafe,1216,2579,0fe38daafe_end,2016-02-10 09:53:53.167,30.529
2016-02-10 09:53:53.267,89285953da,1216,2579,89285953da_end,2016-02-10 09:54:21.232,27.965
2016-02-10 09:54:21.332,baseline_210ed59bca,1216,2579,baseline_210ed59bca_end,2016-02-10 09:54:24.313,2.981
2016-02-10 09:54:24.413,210ed59bca,1216,2579,210ed59bca_end,2016-02-10 09:54:54.946,30.533
2016-02-10 09:54:55.046,1a960b7bad,1216,2579,1a960b7bad_end,2016-02-10 09:55:16.068,21.022
2016-02-10 09:55:16.168,baseline_14631b3756,1216,2579,baseline_14631b3756_end,2016-02-10 09:55:19.140,2.972
2016-02-10 09:55:19.240,14631b3756,1216,2579,14631b3756_end,2016-02-10 09:55:49.798,30.558
2016-02-10 09:55:49.898,5259f9c4a2,1216,2579,5259f9c4a2_end,2016-02-10 09:56:13.869,23.971
2016-02-10 09:56:13.969,baseline_c63b2f02e3,1216,2579,baseline_c63b2f02e3_end,2016-02-10 09:56:16.956,2.987
2016-02-10 09:56:17.056,c63b2f02e3,1216,2579,c63b2f02e3_end,2016-02-10 09:56:47.593,30.537
2016-02-10 09:56:47.693,5f68b98ba5,1216,2579,5f68b98ba5_end,2016-02-10 09:57:08.908,21.215
2016-02-10 09:57:09.008,baseline_1b2b9e962c,1216,2579,baseline_1b2b9e962c_end,2016-02-10 09:57:11.977,2.969
2016-02-10 09:57:12.077,1b2b9e962c,1216,2579,1b2b9e962c_end,2016-02-10 09:57:27.668,15.591
2016-02-10 09:57:27.768,8448052cd8,1216,2579,8448052cd8_end,2016-02-10 09:57:44.047,16.279
2016-02-10 09:57:44.147,124e9b960e,1216,2579,124e9b960e_end,2016-02-10 09:59:30.066,105.919
2016-02-10 09:59:30.166,8b462d8f67,1216,2579,8b462d8f67_end,2016-02-10 10:00:25.625,55.459
2016-02-10 10:00:25.725,f739d5b822,1216,2579,f739d5b822_end,2016-02-10 10:02:55.458,149.733
2016-02-10 10:02:55.558,70fa67ed9c,1216,2579,70fa67ed9c_end,2016-02-10 10:03:52.260,56.702
2016-02-10 10:03:52.360,8c68540ba8,1216,2579,8c68540ba8_end,2016-02-10 10:04:17.351,24.991
2016-02-10 10:04:17.451,d100a21d44,1216,2579,d100a21d44_end,2016-02-10 10:05:08.659,51.208
2016-02-10 10:05:08.759,faa6ebaee4,1216,2579,faa6ebaee4_end,2016-02-10 10:05:15.944,7.185
2016-02-10 14:37:11.461,7e54c040c9,1218,2606,7e54c040c9_end,2016-02-10 14:38:55.116,103.655
2016-02-10 14:38:55.216,4c6bc3410e,1218,2606,4c6bc3410e_end,2016-02-10 14:39:04.579,9.363
2016-02-10 14:39:04.679,63f3e762b2,1218,2606,63f3e762b2_end,2016-02-10 14:39:08.834,4.155
2016-02-10 14:39:08.934,3d341de01f,1218,2606,3d341de01f_end,2016-02-10 14:39:18.763,9.829
2016-02-10 14:39:18.863,a3fcbe55cc,1218,2606,a3fcbe55cc_end,2016-02-10 14:39:26.572,7.709
2016-02-10 14:39:26.672,baseline_c3c7193209,1218,2606,baseline_c3c7193209_end,2016-02-10 14:39:34.860,8.188
2016-02-10 14:39:34.960,baseline_a734855777,1218,2606,baseline_a734855777_end,2016-02-10 14:40:34.957,59.997
2016-02-10 14:40:35.057,baseline_fab46b9478,1218,2606,baseline_fab46b9478_end,2016-02-10 14:40:42.292,7.235
2016-02-10 14:40:42.392,baseline_8633072397,1218,2606,baseline_8633072397_end,2016-02-10 14:41:12.367,29.975
2016-02-10 14:41:12.467,6d8b592ec2,1218,2606,6d8b592ec2_end,2016-02-10 14:41:15.434,2.967
2016-02-10 14:41:15.534,ab0bbc1dd1,1218,2606,ab0bbc1dd1_end,2016-02-10 14:41:22.939,7.405
2016-02-10 14:41:23.039,1a52569c96,1218,2606,1a52569c96_end,2016-02-10 14:41:53.027,29.988
2016-02-10 14:41:53.127,dcea3afdd4,1218,2606,dcea3afdd4_end,2016-02-10 14:41:59.965,6.838
2016-02-10 14:42:00.065,74d44bc770,1218,2606,74d44bc770_end,2016-02-10 14:42:55.373,55.308
2016-02-10 14:42:55.473,41b75436d1,1218,2606,41b75436d1_end,2016-02-10 14:43:08.630,13.157
2016-02-10 14:43:08.730,baseline_182fd4be6f,1218,2606,baseline_182fd4be6f_end,2016-02-10 14:43:11.694,2.964
2016-02-10 14:43:11.794,294fd820c9,1218,2606,294fd820c9_end,2016-02-10 14:43:42.264,30.47
2016-02-10 14:43:42.364,8636c37b38,1218,2606,8636c37b38_end,2016-02-10 14:44:04.080,21.716
2016-02-10 14:44:04.180,baseline_d6df6bc4aa,1218,2606,baseline_d6df6bc4aa_end,2016-02-10 14:44:07.146,2.966
2016-02-10 14:44:07.246,912ebc6535,1218,2606,912ebc6535_end,2016-02-10 14:44:10.227,2.981
2016-02-10 14:44:10.327,ee8cb05186,1218,2606,ee8cb05186_end,2016-02-10 14:44:13.305,2.978
2016-02-10 14:44:13.405,f290e80bed,1218,2606,f290e80bed_end,2016-02-10 14:44:16.367,2.962
2016-02-10 14:44:16.467,0a34a34776,1218,2606,0a34a34776_end,2016-02-10 14:44:19.426,2.959
2016-02-10 14:44:19.526,450cc2a15f,1218,2606,450cc2a15f_end,2016-02-10 14:44:22.487,2.961
2016-02-10 14:44:22.587,7d1fa0b609,1218,2606,7d1fa0b609_end,2016-02-10 14:44:25.551,2.964
2016-02-10 14:44:25.651,f35568779a,1218,2606,f35568779a_end,2016-02-10 14:44:28.612,2.961
2016-02-10 14:44:28.712,e88c5a0c57,1218,2606,e88c5a0c57_end,2016-02-10 14:44:31.671,2.959
2016-02-10 14:44:31.771,1ba26f5cc1,1218,2606,1ba26f5cc1_end,2016-02-10 14:44:34.732,2.961
2016-02-10 14:44:34.832,41d985a6c2,1218,2606,41d985a6c2_end,2016-02-10 14:44:37.793,2.961
2016-02-10 14:44:37.893,1b014b9af7,1218,2606,1b014b9af7_end,2016-02-10 14:45:07.659,29.766
2016-02-10 14:45:07.759,baseline_9c09ac9ccc,1218,2606,baseline_9c09ac9ccc_end,2016-02-10 14:45:10.731,2.972
